round,channel_p0,channel_p1,channel_p2,channel_meas,calib_p0,calib_p1,calib_p2,calib_meas,calibration_fresh,syndrome_rate_01,syndrome_rate_12,source
12,0.020532838802705875,0.01579860839441686,0.002230893805884716,0.014959792252863355,0.02935777018470402,0.009719428450449041,0.0015850351484080847,0.011745980847308731,0,0.04475,0.03,synthetic_h1_trace
13,0.01881802268685935,0.017429114839960944,0.0022293214820618807,0.014921026105870951,0.02935777018470402,0.009719428450449041,0.0015850351484080847,0.011745980847308731,0,0.0495,0.0345,synthetic_h1_trace
14,0.017075216219648828,0.019040673101131878,0.002237267735598002,0.01486963879811592,0.02935777018470402,0.009719428450449041,0.0015850351484080847,0.011745980847308731,0,0.0465,0.0375,synthetic_h1_trace
15,0.015354901942002503,0.020591926009745812,0.0022554014658962627,0.014805914496206878,0.02935777018470402,0.009719428450449041,0.0015850351484080847,0.011745980847308731,0,0.04575,0.036,synthetic_h1_trace
16,0.013702314547799932,0.02204636542821386,0.002285160422538137,0.014730211557376801,0.013998356835489967,0.02061065295960212,0.002361578408392762,0.012493738917107176,1,0.0445,0.0355,synthetic_h1_trace
17,0.012153730693665701,0.023375107807654248,0.0023286898726957053,0.014642966602449193,0.013998356835489967,0.02061065295960212,0.002361578408392762,0.012493738917107176,0,0.04725,0.0395,synthetic_h1_trace
18,0.010734514131882358,0.024558156640345174,0.002388778584223585,0.014544699345723583,0.013998356835489967,0.02061065295960212,0.002361578408392762,0.012493738917107176,0,0.05025,0.0535,synthetic_h1_trace
19,0.009458966350115117,0.02558417113238415,0.002468818116707263,0.01443601820664577,0.013998356835489967,0.02061065295960212,0.002361578408392762,0.012493738917107176,0,0.045,0.04175,synthetic_h1_trace
20,0.008331592273536435,0.026449107520372925,0.002572804377200389,0.014317626660146125,0.013998356835489967,0.02061065295960212,0.002361578408392762,0.012493738917107176,0,0.04375,0.03975,synthetic_h1_trace
21,0.007349183767214034,0.027154246285162557,0.002705389384153416,0.014190330189855984,0.013998356835489967,0.02061065295960212,0.002361578408392762,0.012493738917107176,0,0.045,0.0405,synthetic_h1_trace
22,0.006503144203096953,0.027704081618727283,0.0028719803772110294,0.01405504358992326,0.013998356835489967,0.02061065295960212,0.002361578408392762,0.012493738917107176,0,0.0455,0.0485,synthetic_h1_trace
23,0.005781634367171565,0.028104410051462865,0.0030788747613504845,0.013912798218031958,0.013998356835489967,0.02061065295960212,0.002361578408392762,0.012493738917107176,0,0.0495,0.043,synthetic_h1_trace
24,0.005171311865447188,0.028360797880780476,0.0033334124226891554,0.013764748638774688,0.004274686369379073,0.0281420790178051,0.0024532256982590676,0.013097656668957283,1,0.04825,0.04725,synthetic_h1_trace
25,0.004658595740629588,0.028477485304477964,0.0036441198557840915,0.013612177920820392,0.004274686369379073,0.0281420790178051,0.0024532256982590676,0.013097656668957283,0,0.04825,0.0475,synthetic_h1_trace
26,0.00423049030859634,0.02845671677669016,0.004020811294294178,0.013456500675730641,0.004274686369379073,0.0281420790178051,0.0024532256982590676,0.013097656668957283,0,0.047,0.04775,synthetic_h1_trace
27,0.00387505128835957,0.02829846638211635,0.004474599461190672,0.013299262767578405,0.004274686369379073,0.0281420790178051,0.0024532256982590676,0.013097656668957283,0,0.047,0.04575,synthetic_h1_trace
28,0.003581589286577117,0.028000538222896255,0.005017753155705217,0.01314213650148974,0.004274686369379073,0.0281420790178051,0.0024532256982590676,0.013097656668957283,0,0.045,0.04375,synthetic_h1_trace
29,0.0033406974421031225,0.02755904719132622,0.00566332385788539,0.012986910039614656,0.004274686369379073,0.0281420790178051,0.0024532256982590676,0.013097656668957283,0,0.045,0.03725,synthetic_h1_trace
30,0.0031441740316305324,0.02696930771302021,0.006424455905454183,0.012835469819817579,0.004274686369379073,0.0281420790178051,0.0024532256982590676,0.013097656668957283,0,0.04375,0.0475,synthetic_h1_trace
31,0.002984894412178174,0.026227159601024466,0.007313306279308064,0.012689774889311778,0.004274686369379073,0.0281420790178051,0.0024532256982590676,0.013097656668957283,0,0.04325,0.042,synthetic_h1_trace
32,0.00285667295034177,0.025330723502645085,0.008339545899614798,0.012551822332002326,0.002933623358027441,0.022651593924308305,0.007746564207621756,0.011431550087396684,1,0.0405,0.0425,synthetic_h1_trace
33,0.0027541447757515694,0.024282489993179977,0.009508508253035711,0.01242360337617101,0.002933623358027441,0.022651593924308305,0.007746564207621756,0.011431550087396684,0,0.03675,0.05075,synthetic_h1_trace
34,0.0026726877712211295,0.023091506782564955,0.0108191941579608,0.012307050318846102,0.002933623358027441,0.022651593924308305,0.007746564207621756,0.011431550087396684,0,0.03675,0.0455,synthetic_h1_trace
35,0.0026083950523989583,0.021775266700338844,0.012262506879656257,0.01220397508099764,0.002933623358027441,0.022651593924308305,0.007746564207621756,0.011431550087396684,0,0.0365,0.045,synthetic_h1_trace
36,0.00255809592988659,0.020360780967414407,0.013820215698232082,0.012116000983443762,0.002933623358027441,0.022651593924308305,0.007746564207621756,0.011431550087396684,0,0.03325,0.04325,synthetic_h1_trace
37,0.0025194097953144057,0.018884337256706765,0.015465139211764987,0.012044490159843301,0.002933623358027441,0.022651593924308305,0.007746564207621756,0.011431550087396684,0,0.04075,0.04375,synthetic_h1_trace
38,0.0024908061622917,0.01738965756696774,0.017162832666835357,0.011990469837335328,0.002933623358027441,0.022651593924308305,0.007746564207621756,0.011431550087396684,0,0.034,0.04575,synthetic_h1_trace
39,0.002471640441792019,0.01592456948471922,0.01887467019476736,0.011954561441763361,0.002933623358027441,0.022651593924308305,0.007746564207621756,0.011431550087396684,0,0.03075,0.04775,synthetic_h1_trace
40,0.002462142484583575,0.01453675263053994,0.020561763461632524,0.011936917040637127,0.0017839142039045304,0.013445325637216963,0.021159248003065862,0.012218305142829178,1,0.0275,0.04525,synthetic_h1_trace
41,0.0024633520066313953,0.013269419852719995,0.022188853958988165,0.011937167941408344,0.0017839142039045304,0.013445325637216963,0.021159248003065862,0.012218305142829178,0,0.025,0.0415,synthetic_h1_trace
42,0.0024770148299320597,0.012157791074768647,0.023727311393978903,0.011954390243322295,0.0017839142039045304,0.013445325637216963,0.021159248003065862,0.012218305142829178,0,0.02775,0.049,synthetic_h1_trace
43,0.002505467769706029,0.011226920168835782,0.025156669000074457,0.011987091745262293,0.0017839142039045304,0.013445325637216963,0.021159248003065862,0.012218305142829178,0,0.023,0.04625,synthetic_h1_trace
44,0.0025515427431197055,0.010490995583549878,0.026464578640877548,0.012033223814861665,0.0017839142039045304,0.013445325637216963,0.021159248003065862,0.012218305142829178,0,0.02475,0.05125,synthetic_h1_trace
45,0.0026185130079978006,0.009953853538460065,0.02764547326098895,0.012090220636027979,0.0017839142039045304,0.013445325637216963,0.021159248003065862,0.012218305142829178,0,0.027,0.04825,synthetic_h1_trace
46,0.0027100914211972264,0.009610247212398797,0.028698446930465735,0.01215506672235509,0.0017839142039045304,0.013445325637216963,0.021159248003065862,0.012218305142829178,0,0.025,0.05125,synthetic_h1_trace
47,0.002830477760471472,0.009447418302292504,0.029624884502797568,0.012224391801401918,0.0017839142039045304,0.013445325637216963,0.021159248003065862,0.012218305142829178,0,0.0255,0.04875,synthetic_h1_trace
48,0.0029844425705391536,0.009446647174636844,0.03042625972391641,0.012294590263102038,0.0031886584093246003,0.007433003058838792,0.031223350967950304,0.012558399325435031,1,0.028,0.0475,synthetic_h1_trace
49,0.003177428773036918,0.009584623650033087,0.031102360787751006,0.012361960474263644,0.0031886584093246003,0.007433003058838792,0.031223350967950304,0.012558399325435031,0,0.02425,0.052,synthetic_h1_trace
50,0.0034156476506276992,0.009834617147754493,0.03165006086025975,0.012422857553047683,0.0031886584093246003,0.007433003058838792,0.031223350967950304,0.012558399325435031,0,0.0245,0.053,synthetic_h1_trace
51,0.0037061406259409624,0.010167505472802065,0.0320626566359144,0.012473851832878483,0.0031886584093246003,0.007433003058838792,0.031223350967950304,0.012558399325435031,0,0.02475,0.05325,synthetic_h1_trace
52,0.004056771078286657,0.010552747616546124,0.03232975146950906,0.012511884365673985,0.0031886584093246003,0.007433003058838792,0.031223350967950304,0.012558399325435031,0,0.028,0.05275,synthetic_h1_trace
53,0.00447610127425418,0.01095937292589585,0.032437648423078974,0.012534410525662374,0.0031886584093246003,0.007433003058838792,0.031223350967950304,0.012558399325435031,0,0.0225,0.048,synthetic_h1_trace
54,0.00497310036089337,0.011357024767308304,0.0323702265977121,0.012539523135124171,0.0031886584093246003,0.007433003058838792,0.031223350967950304,0.012558399325435031,0,0.02875,0.05225,synthetic_h1_trace
55,0.005556625015785322,0.011717056318266344,0.03211028573385062,0.012526047542946256,0.0031886584093246003,0.007433003058838792,0.031223350967950304,0.012558399325435031,0,0.031,0.051,synthetic_h1_trace
56,0.006234622688550082,0.012013639860988709,0.031641343868813294,0.012493602686935067,0.00590706753228016,0.011479988774609136,0.036946943815343344,0.011330269289900316,1,0.03175,0.052,synthetic_h1_trace
57,0.007013038897172058,0.012224825262775598,0.03094984487804967,0.012442624246386948,0.00590706753228016,0.011479988774609136,0.036946943815343344,0.011330269289900316,0,0.03025,0.0515,synthetic_h1_trace
58,0.007894474607731131,0.012333471036486382,0.03002766257774689,0.012374348381315164,0.00590706753228016,0.011479988774609136,0.036946943815343344,0.011330269289900316,0,0.03125,0.051,synthetic_h1_trace
59,0.008876739347503384,0.012327972396544843,0.02887467067565799,0.012290757066947256,0.00590706753228016,0.011479988774609136,0.036946943815343344,0.011330269289900316,0,0.034,0.04825,synthetic_h1_trace
60,0.009951564182095437,0.012202722664952563,0.027501000854778936,0.012194488462490985,0.00590706753228016,0.011479988774609136,0.036946943815343344,0.011330269289900316,0,0.03175,0.0505,synthetic_h1_trace
61,0.011103833634201764,0.011958263502948444,0.025928486981952374,0.012088717905680993,0.00590706753228016,0.011479988774609136,0.036946943815343344,0.011330269289900316,0,0.03925,0.04825,synthetic_h1_trace
62,0.012311703883876104,0.011601102125036346,0.024190774852412562,0.011977016830582951,0.00590706753228016,0.011479988774609136,0.036946943815343344,0.011330269289900316,0,0.0355,0.04425,synthetic_h1_trace
63,0.01354784086061333,0.011143197845132943,0.022331742990429813,0.011863198040317092,0.00590706753228016,0.011479988774609136,0.036946943815343344,0.011330269289900316,0,0.03575,0.041,synthetic_h1_trace
64,0.014781734384414985,0.010601145944983684,0.0204022450305223,0.011751156258092239,0.013919037929535732,0.010738703383788364,0.018471184094154172,0.011729934284812851,1,0.0425,0.041,synthetic_h1_trace
65,0.015982706724731566,0.009995114398055898,0.01845564979060125,0.011644712718068006,0.013919037929535732,0.010738703383788364,0.018471184094154172,0.011729934284812851,0,0.03875,0.03625,synthetic_h1_trace
66,0.017122982074603634,0.009347616747109938,0.016543030506149744,0.01154747178895827,0.013919037929535732,0.010738703383788364,0.018471184094154172,0.011729934284812851,0,0.0395,0.039,synthetic_h1_trace
67,0.018180145553230723,0.008682227104561721,0.014708958340355618,0.011462696345300068,0.013919037929535732,0.010738703383788364,0.018471184094154172,0.011729934284812851,0,0.03875,0.0345,synthetic_h1_trace
68,0.01913852023688587,0.008022353563947822,0.012988633977395506,0.01139320694935415,0.013919037929535732,0.010738703383788364,0.018471184094154172,0.011729934284812851,0,0.04125,0.03225,synthetic_h1_trace
69,0.01998932926368493,0.007390179224743545,0.011406657525585322,0.011341308038592127,0.013919037929535732,0.010738703383788364,0.018471184094154172,0.011729934284812851,0,0.03525,0.03175,synthetic_h1_trace
70,0.020729831951719825,0.006805856007461777,0.009977292419603408,0.011308742393311904,0.013919037929535732,0.010738703383788364,0.018471184094154172,0.011729934284812851,0,0.0365,0.025,synthetic_h1_trace
71,0.02136181142095983,0.006287001300981265,0.008705788657755193,0.011296673339511341,0.013919037929535732,0.010738703383788364,0.018471184094154172,0.011729934284812851,0,0.043,0.02375,synthetic_h1_trace
72,0.02188981887860036,0.005848509270550971,0.007590248280798474,0.011305692553402512,0.025035203078054635,0.0053950721574223945,0.006232488882015315,0.01174455095041746,1,0.037,0.02,synthetic_h1_trace
73,0.02231949296040275,0.005502654052306521,0.00662359439453784,0.011335850072054456,0.025035203078054635,0.0053950721574223945,0.006232488882015315,0.01174455095041746,0,0.0365,0.02125,synthetic_h1_trace
74,0.022656143109934457,0.005259434581155891,0.005795356184985108,0.011386702237042103,0.025035203078054635,0.0053950721574223945,0.006232488882015315,0.01174455095041746,0,0.03975,0.0175,synthetic_h1_trace
75,0.022903670628219578,0.005127090882058244,0.005093131687290578,0.011457372822580629,0.025035203078054635,0.0053950721574223945,0.006232488882015315,0.01174455095041746,0,0.04,0.021,synthetic_h1_trace
76,0.023063826805359185,0.005112707773858529,0.00450369899929377,0.011546622508203302,0.025035203078054635,0.0053950721574223945,0.006232488882015315,0.01174455095041746,0,0.03825,0.02225,synthetic_h1_trace
77,0.02313577716363311,0.0052228118492158235,0.004013808360867819,0.01165292210074085,0.025035203078054635,0.0053950721574223945,0.006232488882015315,0.01174455095041746,0,0.04175,0.01725,synthetic_h1_trace
78,0.02311594434615753,0.005463859470426694,0.003610712382342273,0.011774525422312278,0.025035203078054635,0.0053950721574223945,0.006232488882015315,0.01174455095041746,0,0.036,0.0165,synthetic_h1_trace
79,0.02299812600644955,0.005842507086306652,0.003282494436839749,0.011909538479800537,0.025035203078054635,0.0053950721574223945,0.006232488882015315,0.01174455095041746,0,0.042,0.0175,synthetic_h1_trace
80,0.02277391479869577,0.006365553084638275,0.0030182480809477067,0.012055982333994207,0.022053310818182233,0.008051930998304703,0.0036520013422801133,0.011655872548730682,1,0.042,0.0185,synthetic_h1_trace
81,0.022433471820408918,0.00703944963522114,0.0028081510512831887,0.01221184791583781,0.022053310818182233,0.008051930998304703,0.0036520013422801133,0.011655872548730682,0,0.044,0.02325,synthetic_h1_trace
82,0.021966707599430455,0.007869315431534404,0.0026434695603424186,0.012375141827166756,0.022053310818182233,0.008051930998304703,0.0036520013422801133,0.011655872548730682,0,0.04075,0.02775,synthetic_h1_trace
83,0.021364889325666832,0.008857450601235706,0.002516523093232679,0.012543922863373523,0.022053310818182233,0.008051930998304703,0.0036520013422801133,0.011655872548730682,0,0.03925,0.0265,synthetic_h1_trace
84,0.020622605858673326,0.010001473809532101,0.002420635738254762,0.012716329572106463,0.022053310818182233,0.008051930998304703,0.0036520013422801133,0.011655872548730682,0,0.043,0.0235,synthetic_h1_trace
85,0.019739883348473944,0.011292362058388673,0.0023500954144623065,0.012890599598443237,0.022053310818182233,0.008051930998304703,0.0036520013422801133,0.011655872548730682,0,0.04175,0.026,synthetic_h1_trace
86,0.018724082951737442,0.012712837289058691,0.0023001352957964134,0.013065081860889994,0.022053310818182233,0.008051930998304703,0.0036520013422801133,0.011655872548730682,0,0.05225,0.03225,synthetic_h1_trace
87,0.017591093691783067,0.014236635634915064,0.0022669414491239765,0.01323824276378788,0.022053310818182233,0.008051930998304703,0.0036520013422801133,0.011655872548730682,0,0.04975,0.028,synthetic_h1_trace
88,0.01636534541273903,0.015829126146215233,0.002247678569373827,0.01340866769845361,0.015577163727253582,0.017921294421060018,0.002861562623225204,0.011192171163109197,1,0.04025,0.0275,synthetic_h1_trace
89,0.015078371413295225,0.017449467718836785,0.0022405155654435906,0.013575059040794788,0.015577163727253582,0.017921294421060018,0.002861562623225204,0.011192171163109197,0,0.0475,0.0305,synthetic_h1_trace
90,0.013766025087980166,0.019054058121602994,0.002244629496857117,0.01373623174217729,0.015577163727253582,0.017921294421060018,0.002861562623225204,0.011192171163109197,0,0.0445,0.0345,synthetic_h1_trace
91,0.012464868207514853,0.020600601161516293,0.0022601727993700363,0.01389110745714299,0.015577163727253582,0.017921294421060018,0.002861562623225204,0.011192171163109197,0,0.0455,0.0395,synthetic_h1_trace
92,0.011208513979674033,0.022051897338628477,0.0022882029732661765,0.014038707977659862,0.015577163727253582,0.017921294421060018,0.002861562623225204,0.011192171163109197,0,0.0485,0.0365,synthetic_h1_trace
93,0.010024696620211904,0.02337856190342361,0.0023305896253688527,0.014178148566556371,0.015577163727253582,0.017921294421060018,0.002861562623225204,0.011192171163109197,0,0.04275,0.035,synthetic_h1_trace
94,0.008933564576477331,0.02456023890340297,0.002389923828905378,0.01430863161590368,0.015577163727253582,0.017921294421060018,0.002861562623225204,0.011192171163109197,0,0.052,0.045,synthetic_h1_trace
95,0.007947300050179849,0.025585329980203825,0.00246945548300808,0.014429440908278829,0.015577163727253582,0.017921294421060018,0.002861562623225204,0.011192171163109197,0,0.04425,0.04,synthetic_h1_trace
